	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	BH_p
Methionine_Biosynthesis	255497	253686	247312	208755	250242	269735	134108	0	0	0	74886	184813	294871	123569	162232	0	0	0	287970	252140	0	0	0	194123	0	0	137989	115798	211942	137167	135637.5	126561.166666667	110777.636574226	66.3546775314173	7.21993739910721e-09	5.47271254852326e-06	6.35125383434985e-08
Polyadenylation_bacterial	64004	64315	57493	58618	59639	69896	36403	0	58980	0	37928	64330	111879	38275	57430	0	0	0	68569	62155	0	0	0	50679	0	0	43442	48714	54642	42657	46078	38334.9333333333	30619.7073117538	66.2907703836457	7.28969767267067e-09	5.52559083588437e-06	6.35125383434985e-08
Universal_GTPases	394805	365459	329376	356852	355422	408469	319267	0	371116	0	313810	513560	593236	232845	318074	0	0	0	404566	374733	0	0	0	275539	0	0	275251	283880	332832	271492	298845	236352.8	183134.361781914	65.7574141498067	7.90087463449668e-09	5.98886297294848e-06	6.80552610562328e-08
Glycolysis_and_Gluconeogenesis,_including_Archaeal_enzymes	187625	170888	151131	168586	167694	198764	163270	0	187060	0	127698	211433	307279	102229	160319	0	0	0	194176	185822	0	0	0	129206	0	0	115063	128569	160585	113658	128887.5	111035.166666667	87900.3901776611	65.6263049644785	8.05937630885667e-09	6.10900724211336e-06	6.8503906117535e-08
D-Alanyl_Lipoteichoic_Acid_Biosynthesis	15119	13200	11513	10858	13604	13374	5260	0	0	0	6313	8045	0	0	0	0	0	0	14933	11254	0	0	0	8759	0	0	7237	4537	11729	7198	4898.5	5431.1	5733.2864520604	65.5657672281773	8.13370916962816e-09	6.16535155057815e-06	6.8503906117535e-08
CBSS-312309.3.peg.1965	59559	64240	60154	55387	60336	69131	59759	0	56199	0	44865	64292	104307	36970	55345	0	0	0	68885	59329	0	0	0	54231	0	0	32219	36736	50924	47306	49115	38005.8	29975.252927983	65.448431757713	8.27988325709028e-09	6.27615150887443e-06	6.89686978997191e-08
Biphenyl_Degradation	17293	13815	13143	14220	12750	15698	12221	6153	12443	2972	10004	12724	20291	11698	5721	0	5404	5805	13180	14138	0	0	0	14526	0	0	6942	7733	15122	6674	10851	9022.33333333333	6030.45157189074	65.1822224546663	8.62206632363875e-09	6.53552627331817e-06	7.10383290578062e-08
Transcription_factors_bacterial	121512	114290	105216	88302	105022	121796	63283	0	86654	0	69932	92226	182281	0	94342	0	0	0	119929	102117	0	0	0	97510	0	0	63421	51984	102971	62984	66676.5	61525.7333333333	53060.3420943346	64.7960635569343	9.14564251186178e-09	6.93239702399123e-06	7.42302999288785e-08
Peptide_methionine_sulfoxide_reductase	34213	33847	29369	29257	31918	33590	23738	0	21802	0	30101	40014	48086	23315	23244	0	0	0	33816	27661	0	0	0	25721	0	0	21346	24389	27549	20812	23526.5	19459.6	15058.913787361	64.7535454717348	9.20534062442556e-09	6.97764819331458e-06	7.42302999288785e-08
MukBEF_Chromosome_Condensation	16215	28048	28710	17104	33248	31669	5516	21	15267	574	10147	16961	30526	9894	21245	0	1142	0	24045	18882	6	0	0	21003	0	0	9238	12149	13100	8933	11148	12454.7666666667	11169.799413762	64.3384608731139	9.81058452342309e-09	7.43642306875471e-06	7.8278137565839e-08
Bacterial_signal_recognition_particle_(SRP)	43765	41344	38027	39051	37799	45172	40807	0	39945	0	24635	0	70288	25982	36668	0	0	0	44068	41295	0	0	0	31729	0	0	26425	31943	37594	26272	29077	24093.6333333333	20302.6910352966	64.252967729117	9.94046281431847e-09	7.5348708132534e-06	7.84882376380562e-08
C_jejuni_colonization_of_chick_caeca	21802	19756	24152	20804	19724	22298	2309	0	23762	0	0	5966	33912	12851	3490	0	0	0	22282	22150	0	0	0	16339	0	0	15713	0	19506	4538	5252	10378.4666666667	10782.4414250696	63.3289341326687	1.1467986782636e-08	8.69273398123806e-06	8.96158142395676e-08
Gram_Positive_Competence	9826	12231	11022	7246	12006	11931	3560	0	6130	0	0	0	9506	6753	3345	0	0	0	10199	6362	0	0	0	0	0	0	0	0	7404	0	0	3917.36666666667	4708.67510821384	63.0111499420349	1.2049955346901e-08	9.13386615295095e-06	9.32027158464383e-08
Formate_hydrogenase	35252	59523	76482	43773	56942	52225	0	40	34626	203	0	0	48217	18082	38408	0	4381	3	47600	45395	9	62	0	37847	55	0	20639	0	28936	20516	19299	22307.2	23766.8364343375	62.7864912203127	1.24804417897425e-08	9.4601748766248e-06	9.55573219861091e-08
CBSS-344610.3.peg.2335	14238	15875	15178	13911	14138	15896	12848	0	14157	0	14766	21817	22379	9260	13688	0	0	0	16692	15993	0	0	0	12214	0	0	7823	11443	12271	7767	12242.5	9411.8	7413.39178923451	62.4423250894869	1.31722090690057e-08	9.98453447430629e-06	9.92668306535175e-08
CBSS-257314.1.peg.488	47177	50411	45505	42500	49124	50140	40473	0	42307	0	43603	61903	77063	28668	40414	0	0	0	47696	45453	0	0	0	34341	0	0	32153	35511	40593	32282	37962.5	29577.2333333333	23034.1968381396	62.4159718570339	1.3226846828503e-08	1.00259498960053e-05	9.92668306535175e-08
Glycogen_metabolism_cluster	112621	107586	82446	101330	110043	126606	64628	0	73197	0	85531	125060	145152	57524	67300	0	61868	0	126645	105258	45072	0	0	77637	0	0	52622	67100	93051	51948	67200	64674.1666666667	46613.0078434405	62.0431890742903	1.40263108451334e-08	1.06319436206111e-05	1.0423474137854e-07
Cellulosome	4968	3651	1337	2346	2479	4206	5245	65831	5435	58406	4286	7371	9409	1807	4961	80523	63632	59239	4330	1941	89899	29871	76287	1129	95069	82548	5760	4627	4705	5646	5340	26231.4666666667	33341.6573132681	61.6691001370901	1.48808715648489e-08	1.12797006461555e-05	1.09511656758791e-07
CBSS-257314.1.peg.676	36648	30977	28534	32720	41499	27372	27678	10058	26050	8914	22993	38504	39004	12987	22261	10755	12741	12613	38771	28591	6489	8554	9264	23313	0	9523	31251	19514	30544	30373	24681.5	22616.5	11658.3470341625	61.5875850634069	1.50743881974251e-08	1.14263862536482e-05	1.09869098592772e-07
Sporulation-related_Hypotheticals	27241	25930	23881	25545	24393	28649	25353	0	24824	0	24626	37149	41756	17578	22491	0	0	0	29528	27220	0	0	0	18544	0	0	19268	20180	23482	19199	21335.5	16894.5666666667	13063.9962774329	61.3313604190905	1.57004339645792e-08	1.19009289451511e-05	1.1334218043001e-07
Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	69	61	58	0	57	36	192	3037	24	2248	547	329	744	0	483	3500	2811	3601	0	22	2683	2888	3784	401	6509	3243	0	333	101	24	331	1259.5	1702.72057662699	60.1745006545061	1.8895159204067e-08	1.43225306766828e-05	1.3511821393097e-07
Intracellular_septation_in_Enterobacteria	1701	2710	2167	1606	2963	2807	0	0	1330	0	0	1565	0	980	0	0	169	0	2471	1767	11	0	0	1722	0	0	0	0	3230	0	5.5	906.633333333333	1134.7982498295	60.0896434755002	1.91554876646477e-08	1.4519859649803e-05	1.35699622895355e-07
Serine-glyoxylate_cycle	339550	321756	310944	298716	303344	351702	239447	0	346001	0	193421	308069	621955	183785	242481	0	0	0	343993	314844	0	0	0	270455	0	0	252344	268454	289412	248470	250407	201638.1	162027.028795507	59.7882649628638	2.01115941167976e-08	1.52445883405326e-05	1.40030726944798e-07
Universal_stress_protein_family	3055	4985	5220	3025	5148	5045	971	0	2622	57	2122	2580	5760	2036	3952	4	581	3	4193	3499	0	27	0	4443	29	0	1996	2250	2454	1931	2186	2266.26666666667	1939.42554476272	59.7806685229849	2.01363446398192e-08	1.5263349236983e-05	1.40030726944798e-07
Riboflavin,_FMN_and_FAD_metabolism	16796	21634	30346	27159	36910	23688	16599	0	24139	0	1501	0	32897	9270	745	0	0	0	42659	19938	0	0	0	14447	0	0	10193	13874	14953	10077	10135	12260.8333333333	12997.3204747359	59.6466916728329	2.05782728165089e-08	1.55983307949138e-05	1.41323221018515e-07
Formate_dehydrogenase	16057	27321	27054	16147	22339	21591	8047	0	15282	177	12798	17801	29712	9252	23743	0	1964	0	22963	18393	0	42	0	21030	131	0	8462	10862	12755	8577	11808.5	11750	9946.30474095782	59.6117921994059	2.06950890937403e-08	1.56868775330552e-05	1.41323221018515e-07
Entner-Doudoroff_Pathway	137945	131174	113657	122250	126775	152385	122611	0	137959	0	100519	180819	224616	83313	115004	0	0	0	142687	131374	0	0	0	107718	0	0	95741	102071	120256	94877	104894.5	84791.7	66295.4295388037	59.4625883175091	2.12025831403151e-08	1.60715580203589e-05	1.42262956602192e-07
Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate	104336	104688	103156	93623	109326	116753	0	0	0	0	51931	0	0	66931	63280	0	0	0	97435	100750	0	0	0	98663	0	0	62081	47213	93413	49338	48275.5	45430.5666666667	46505.5318620405	59.4609972999627	2.12080660897726e-08	1.60757140960477e-05	1.42262956602192e-07
Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	151311	149017	143898	143473	130847	153063	0	0	0	0	65280	0	0	92068	112116	0	0	0	158895	142651	0	0	0	112567	0	0	94390	92235	127208	92392	78674	65380.3666666667	65499.3669895621	59.3795116247675	2.14909235659616e-08	1.62901200629989e-05	1.42895790026306e-07
At5g04520_AT1G06240	65315	69208	63205	62883	65313	75522	45288	0	0	0	43021	60301	82689	35915	41261	0	0	0	69920	62003	0	0	0	54706	0	0	32501	37607	56202	33798	39434	35221.9333333333	29724.0799746641	59.0399678995664	2.27138474803779e-08	1.72170963901265e-05	1.49713881653274e-07
Divergent_RNA_modification_related_clusters	3523	3377	2964	2898	2989	2779	1931	0	1481	0	1932	0	3410	2547	1360	0	0	0	4522	2580	0	0	0	0	0	0	0	0	2740	0	680	1367.76666666667	1505.90663912048	58.8395895243998	2.34703779769667e-08	1.77905465065407e-05	1.53366780228799e-07
CBSS-320372.3.peg.6046	28483	32858	33129	27769	33185	30726	31389	0	30969	0	29397	44538	47972	17240	25528	0	0	0	29916	31096	0	0	0	23006	0	0	19926	23555	24612	19878	24083.5	19505.7333333333	15286.9648211696	58.4741827844215	2.49204074990189e-08	1.88896688842563e-05	1.614501614039e-07
Protein_chaperones	129561	119988	104278	106387	116217	134485	97424	0	100855	0	91459	147432	208615	56046	93433	0	0	0	129228	101590	0	0	0	85488	0	0	76108	92592	113119	75021	92025.5	72644.2	58405.8497651238	58.1751861980915	2.61783507642737e-08	1.98431898793194e-05	1.68104940131375e-07
DNA_replication_cluster_1	95007	93811	86526	75730	85694	99108	55152	0	0	0	35589	53413	101983	0	32412	0	0	0	99415	80189	0	0	0	72712	0	0	59507	30279	78149	58210	44501	43096.2	40113.0135048637	58.1261337428761	2.63911449546618e-08	2.00044878756336e-05	1.68104940131375e-07
Wyeosine-MimG_Biosynthesis	36934	34013	32039	33278	32454	37254	14242	0	0	0	2329	20114	0	0	14254	0	0	0	36986	15448	0	0	0	26371	0	0	10495	12309	31045	9937	10216	13316.7333333333	14643.1385837057	57.8053915736717	2.78290738114023e-08	2.10944379490429e-05	1.75786982908691e-07
Thioredoxin-disulfide_reductase	54153	50736	46821	47946	45224	51847	8268	0	0	0	6036	13122	0	0	8400	0	0	0	56392	24675	0	0	0	0	0	0	9941	7477	45335	9692	6756.5	16202.1666666667	21412.2981888887	57.6983868317922	2.83272902152866e-08	2.14720859831873e-05	1.77455256059399e-07
Methionine_Degradation	122216	112023	108831	88041	120185	126456	68235	58625	122339	59507	74681	108482	121254	43002	67576	0	66719	79040	142087	121050	47521	0	0	79660	49384	0	72682	62660	101312	71213	73681.5	76492.7	40757.9777485129	56.9706517815777	3.19799349687803e-08	2.42407907063354e-05	1.98061526011013e-07
CBSS-393121.3.peg.2760	101220	103895	98273	85352	100094	108251	77207	53199	84294	0	77455	115094	137450	47526	69713	0	0	69362	113487	89386	0	0	0	71644	0	0	57920	62268	85026	54468	70678.5	62086.1333333333	42940.8331060737	56.9409653237742	3.21392713711803e-08	2.43615676993547e-05	1.98061526011013e-07
Mannose_Metabolism	37580	55933	47946	43410	51968	40186	13405	0	0	0	8760	14029	0	0	14728	0	0	0	62425	45749	0	0	0	0	0	0	0	9937	30822	24277	4380	16705.1666666667	21144.6872614626	56.1889430610951	3.64731390322565e-08	2.76466393864504e-05	2.22956769245568e-07
Sucrose_utilization	32489	34279	30455	28334	42003	35587	11480	0	21945	0	1031	10446	20746	20318	14054	0	0	0	0	28862	0	0	0	0	0	0	0	5289	26628	0	3160	12131.5333333333	14276.4550529241	55.8233396099666	3.88027972240056e-08	2.94125202957962e-05	2.3530016236637e-07
Leucine_Biosynthesis	75047	78720	76346	71837	72658	85397	73264	0	75209	0	66889	115094	125020	47649	73329	0	0	0	86595	80422	0	0	0	65482	0	0	43510	59427	64401	43034	64941.5	49311	39015.2397421563	55.7566343368983	3.92447987971215e-08	2.97475574882181e-05	2.36091726096969e-07
At5g48545_and_At3g56490_At1g31160	3940	5227	3182	4296	3552	4864	2364	0	1733	0	0	0	4621	2651	1456	0	0	0	6358	2994	0	0	0	4407	0	0	3661	2005	4081	3542	2184.5	2164.46666666667	2048.37928757033	55.568682964385	4.05194807016435e-08	3.07137663718458e-05	2.41840680093274e-07
Ribonucleotide_reduction	107411	90609	95652	92081	91633	103127	83953	0	86300	0	93189	137193	151288	60720	83179	0	47003	0	108435	99975	0	0	0	76801	0	0	75409	72881	87362	74231	79990	63947.7333333333	46692.2086839818	55.0725570127611	4.41022701355046e-08	3.34295207627125e-05	2.59309504847557e-07
Cluster_Ytf_and_putative_sugar_transporter	32220	35959	34606	27758	33584	35949	26592	0	25746	0	29540	38379	55533	21104	31114	0	6361	0	32198	29088	0	0	0	27541	0	0	20979	23707	26827	20619	26169	20513.4666666667	15687.7874195038	55.023756285585	4.44726063722722e-08	3.37102356301824e-05	2.59309504847557e-07
Putative_sugar_ABC_transporter_(ytf_cluster)	32220	35959	34606	27758	33584	35949	26592	0	25746	0	29540	38379	55533	21104	31114	0	6361	0	32198	29088	0	0	0	27541	0	0	20979	23707	26827	20619	26169	20513.4666666667	15687.7874195038	55.023756285585	4.44726063722722e-08	3.37102356301824e-05	2.59309504847557e-07
CBSS-251221.1.peg.1863	23640	22537	20266	19839	22063	24841	20209	0	21037	0	22216	0	38845	13682	21536	0	0	0	22436	21177	0	0	0	18472	0	0	14946	17372	20054	14891	17922	13335.3	11120.9271045861	54.8053715260369	4.61711923899741e-08	3.49977638316004e-05	2.671585025313e-07
Carbon_Starvation	19269	20276	20124	17065	22562	23915	15050	0	22684	0	16431	23919	35769	11554	17859	0	7259	0	19887	19503	0	0	0	19206	0	0	9502	12573	16481	9223	15740.5	12670.3666666667	9932.4043291376	54.6449443292916	4.74632468782136e-08	3.59771411336859e-05	2.7255409949762e-07
RNA_modification_and_chromosome_partitioning_cluster	64120	64139	57095	52683	60374	71182	29329	0	0	0	31037	64119	80822	37132	45639	0	0	0	72379	54355	0	0	0	32855	0	0	43936	26005	61596	37256	34993.5	32868.4333333333	28498.2635317134	54.5522453862509	4.82274536207627e-08	3.65564098445381e-05	2.74860224395023e-07
Alpha-acetolactate_operon	2520	2431	2009	2292	1922	1861	2130	0	1029	0	2062	2280	2825	2067	1388	0	0	0	3918	1378	2	0	0	1684	0	0	1118	1324	2029	1086	1383	1311.83333333333	1093.7117783141	54.1774748535957	5.14542056469225e-08	3.90022878803673e-05	2.91061849853487e-07
The_Chv_regulatory_system_of_Alphaproteobacteria	9093	6915	0	6739	7378	7412	3476	0	5787	0	0	4741	0	5572	3149	0	0	0	8169	6419	0	0	0	0	0	0	0	0	8274	2545	0	2855.63333333333	3386.23992961508	54.032393733404	5.27648262095958e-08	3.99957382668736e-05	2.96264727902767e-07
Arginine_Biosynthesis_extended	41008	46493	51734	46574	43536	53573	49084	0	46861	0	42544	71362	78947	28203	51117	0	0	0	56546	47715	0	0	0	46330	0	0	31665	39530	52127	30948	41776	31863.2333333333	24917.741276508	53.4747101308487	5.81459394639924e-08	4.40746221137062e-05	3.24078103777251e-07
Novel_non-oxidative_pathway_of_Uracil_catabolism	22014	20215	22547	22315	20906	23407	0	0	15142	0	0	5579	35139	9662	5743	0	0	0	25344	22250	0	0	0	19940	0	0	11096	0	17982	15983	7702.5	10508.8	10875.306259342	53.3798417589534	5.91184786552766e-08	4.48118068206997e-05	3.27093480443063e-07
Stringent_Response,_(p)ppGpp_metabolism	45744	45501	42287	40148	42450	49998	41248	0	42730	0	40970	58445	79644	27965	41206	0	0	0	45801	43758	0	0	0	37189	0	0	27829	35794	38516	27558	37852.5	28492.7	22474.9267378653	52.3757201620098	7.05510554715162e-08	5.34777000474093e-05	3.87519565560937e-07
Late_competence	7295	11010	9482	5668	9868	9894	3754	0	5010	11	4100	8412	9963	5012	2580	0	0	7	7563	4742	0	2	3	0	0	0	0	5275	5672	0	3927	3844.1	3921.26117423358	52.1716692463567	7.31520449303092e-08	5.54492500571744e-05	3.98915468037226e-07
tRNA_aminoacylation,_Trp	22934	21106	18672	20088	19833	22861	19501	0	19822	0	21513	28809	37780	14568	19236	0	0	0	23914	20953	0	0	0	16515	0	0	15101	17028	19284	14797	17850	13810.5	10805.0045197776	51.5381454155873	8.19039541252424e-08	6.20831972269338e-05	4.43451408763813e-07
Sugar_utilization_in_Thermotogales	279380	244708	225786	210059	314248	278840	108466	0	0	0	104521	0	290830	132108	154467	0	0	0	281374	215980	0	0	0	0	0	0	208478	124200	240180	198691	116333	120410.533333333	118181.344552588	51.4715630164891	8.2886958319401e-08	6.2828314406106e-05	4.45590882312808e-07
Quorum-sensing_in_Vibrio	6656	6233	6224	5817	5783	6765	5002	2346	5698	1597	5847	6682	9935	4025	4125	2092	1681	3026	6423	5913	1516	2251	0	5423	0	0	3781	4544	5794	3686	4773	4295.5	2415.09513984082	51.3989688603127	8.39731488494987e-08	6.365164682792e-05	4.48251033999437e-07
Alkylphosphonate_utilization	3920	4091	4109	3398	4127	4377	2729	0	3205	0	0	4004	5957	2684	0	0	0	0	4356	3559	0	0	0	3134	0	0	0	2169	3113	0	2426.5	1964.4	1976.21104903925	51.1124195035999	8.8411995134981e-08	6.70162923123156e-05	4.68645400785424e-07
Proline,_4-hydroxyproline_uptake_and_utilization	25164	24803	22215	21945	24417	30743	0	0	0	0	7949	9329	0	0	10553	0	0	0	12781	18707	0	0	0	0	16	0	122	6297	23397	95	55.5	7951.1	10553.9853572331	50.9074478114388	9.17411725389683e-08	6.9539808784538e-05	4.82915338781514e-07
Adenosyl_nucleosidases	22206	19412	17598	12031	18989	22109	0	0	0	0	0	15854	19262	8376	10382	0	0	0	22600	11718	0	0	0	8425	0	0	9386	9810	18206	9082	8753.5	8514.86666666667	8542.6148412788	50.2553818383957	1.03256952689246e-07	7.82687701384482e-05	5.37040206298311e-07
Calvin-Benson_cycle	157281	149111	131558	142037	144912	164849	133871	0	144687	0	124149	189457	258161	89515	136989	0	83133	0	161615	145054	0	0	0	119434	0	0	87897	112589	132720	86247	121791.5	96508.8666666667	72060.5447674975	50.2456326794998	1.03440461899147e-07	7.84078701195534e-05	5.37040206298311e-07
Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	53136	49182	42561	45550	54252	45810	34049	17990	36598	17302	32400	47862	71654	19337	35266	21060	0	22206	56407	42444	14086	16911	17138	36917	0	17603	32104	25821	45290	29914	33224.5	32695	16948.0017355317	50.1220463315831	1.05797291146512e-07	8.01943466890561e-05	5.4553977339494e-07
tRNA_aminoacylation,_Cys	24691	22174	20250	21817	20968	25444	20809	0	23200	0	0	32655	39256	16542	20528	0	0	0	26402	23167	0	0	0	17328	0	0	16890	17920	20859	16474	17624	14245.8	11900.0769351324	49.4161142008091	1.20411606676432e-07	9.12719978607355e-05	6.16702688248213e-07
V-Type_ATP_synthase	23735	17346	9350	16610	21655	22301	15207	0	14483	0	0	0	30526	11677	11199	0	0	0	25607	17407	0	0	0	6795	0	0	14025	19486	18664	13684	11438	10325.2333333333	9732.67037348181	49.2553258354955	1.24034088106927e-07	9.40178387850503e-05	6.30992206611076e-07
Unknown_sugar_utilization_(cluster_yphABCDEFG)	0	0	8	0	0	0	0	3035	0	6115	0	0	0	0	0	6573	9361	3457	0	0	5831	4844	6531	0	8682	10203	0	0	0	0	0	2154.66666666667	3371.82827039834	48.3625541556838	1.46393193329862e-07	0.000110966040544035	7.39773603626903e-07
Glycolysis_and_Gluconeogenesis	252148	227256	198754	222938	218487	260840	213039	0	242727	0	181344	287894	397657	137945	205268	0	178523	0	254744	234586	0	0	0	171346	0	0	150244	177611	215854	148006	179933.5	152573.7	112184.977346422	48.3244264302371	1.4743960740704e-07	0.000111759222414536	7.40127300758516e-07
CytR_regulation	1909	3340	3063	2007	3132	3003	782	0	1278	0	1299	1774	3813	1087	2729	0	516	0	2543	1851	0	0	0	2674	0	0	1283	1366	1565	1274	1291	1409.6	1211.57291894918	47.8458278053307	1.61279183541996e-07	0.000122249621124833	8.04273823189692e-07
Butanol_Biosynthesis	80025	57842	52176	57974	73106	75292	39336	36016	63086	32645	37441	68578	85106	42022	35386	29145	34718	44434	78655	66342	26252	26719	28754	40142	27783	27036	37592	41612	66485	32475	40877	48139.1666666667	18718.92353979	47.4321116298302	1.74367082107079e-07	0.000132170248237166	8.63857831615462e-07
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	48388	71151	55988	38287	72426	84389	46928	0	49564	0	38777	50468	114708	25628	54530	0	0	0	67948	51911	0	0	0	50498	0	0	25033	37971	47380	24109	38532	35202.7333333333	30765.2395944798	47.3881312497964	1.75823949128429e-07	0.000133274553439349	8.65419178177591e-07
De_Novo_Pyrimidine_Synthesis	158872	138599	131559	137046	123053	153352	107143	0	0	0	100725	146118	201469	80959	86476	0	0	0	156346	118780	0	0	0	123453	0	0	88267	85967	136147	87983	88125	78743.8	65923.2330870405	46.3927980295169	2.12540737241816e-07	0.000161105878829296	1.03939276664062e-06
CBSS-83332.1.peg.3803	0	2978	0	0	0	0	8210	0	0	10913	0	11089	10278	0	5666	13203	11945	12474	0	0	9876	7972	9713	4687	13396	9660	2819	5140	0	2787	3832.5	5093.53333333333	5060.50976533565	46.2171337919364	2.19834655532858e-07	0.000166634668893907	1.06817095444812e-06
tRNA_aminoacylation,_Ala	48101	44437	39259	42504	42948	49769	0	0	0	0	0	0	0	28765	39817	0	0	0	47747	44929	0	0	0	33873	0	0	31861	35610	41151	0	0	19025.7	21118.3599091341	45.9101348584716	2.33234119634507e-07	0.000176791462682956	1.12606027186596e-06
tRNA_aminoacylation,_Pro	34517	33418	29936	31725	31700	36958	29320	0	32689	12229	30977	44593	53631	21245	27492	0	12725	17493	36653	33385	9531	0	0	24842	8878	0	21659	24810	29329	21664	26167	23046.6333333333	14243.4605478501	45.1138512688536	2.72243287367022e-07	0.000206360411824203	1.30607855584938e-06
A_Gammaproteobacteria_Cluster_Relating_to_Translation	53332	52978	48845	49439	58494	58845	48371	22579	50977	20318	48389	70672	84742	31023	45086	0	21451	28135	57827	51400	0	0	0	37649	0	0	38991	40036	46511	38337	42561	36814.2333333333	23112.4589400181	44.5423024079271	3.04531852287766e-07	0.000230835144034126	1.4517933587052e-06
G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	36039	39612	40511	33354	32282	40461	0	0	0	0	12889	42650	0	20613	41052	0	0	0	46155	33962	0	0	0	26048	0	0	27498	20602	30453	25478	20607.5	18321.9666666667	17660.1478485695	44.2369187944422	3.23446790358479e-07	0.000245172667091727	1.53232916932329e-06
tRNA_aminoacylation,_Asp_and_Asn	89021	78138	70776	79439	80532	90756	80432	30582	80697	25714	66429	101052	137789	56283	71632	32454	28964	35499	89856	87254	19787	26016	26550	58447	19599	26316	60393	65145	73011	59449	65787	61600.4	29114.7206049354	43.9443325609521	3.42754804211249e-07	0.000259808141592127	1.61371516516849e-06
Zinc_regulated_enzymes	76544	69069	62528	60853	56462	75466	52491	0	0	0	30812	66174	101534	32107	47145	0	0	0	79009	48257	0	0	0	54717	0	0	37059	36610	73992	36240	36834.5	36568.9666666667	32012.9369285599	43.8061963516531	3.52296751474187e-07	0.000267040937617434	1.64840084949033e-06
tRNA_aminoacylation,_Gly	46802	43986	39753	40680	42658	49253	39863	14114	44055	11915	41477	60731	72782	28923	39097	14769	12342	16123	48166	43296	9871	11984	11948	32472	9492	12405	30230	34552	39729	29303	36824.5	32425.7	16668.1876311402	43.7186923554534	3.5848829344465e-07	0.000271734126431045	1.65350063956654e-06
Glutathione:_Non-redox_reactions	12928	6388	6133	5376	6351	6555	3649	0	4991	0	435	277	8266	4208	4789	0	4636	0	7226	6248	0	0	0	4700	0	0	0	3228	10570	0	3928.5	3565.13333333333	3624.11694579267	43.6696371209222	3.62010260064371e-07	0.000274403777128793	1.65350063956654e-06
At2g33980_At1g28960	20238	19971	16928	18071	16437	20524	0	0	0	0	0	0	0	0	16748	0	0	0	20991	18503	0	0	0	15438	0	0	13699	0	17084	13058	0	7589.66666666667	8976.40875634123	43.6682238241696	3.62112277266551e-07	0.000274481106168046	1.65350063956654e-06
tRNA_nucleotidyltransferase	20238	19971	16928	18071	16437	20524	0	0	0	0	0	0	0	0	16748	0	0	0	20991	18503	0	0	0	15438	0	0	13699	0	17084	13058	0	7589.66666666667	8976.40875634123	43.6682238241696	3.62112277266551e-07	0.000274481106168046	1.65350063956654e-06
tRNA_aminoacylation,_Met	34768	32630	29819	31875	30032	35610	30128	0	31750	0	31955	45870	54623	21404	30001	0	18894	0	36322	33403	0	0	0	24095	14578	0	23964	26502	28922	23666	27712	22360.3666666667	15525.5549547842	43.5115865189594	3.73612274847641e-07	0.000283198104334512	1.69579703194318e-06
Propionyl-CoA_to_Succinyl-CoA_Module	14827	13082	8839	14330	12247	15595	15264	39274	23755	37042	10152	28889	23100	6516	17769	54449	36351	48391	19771	13386	35758	35950	37606	4789	38255	38174	12566	15736	13085	12690	16752.5	23254.6	13455.1132380324	43.1347294515224	4.02916130765919e-07	0.000305410427120567	1.81791920905099e-06
EcsAB_transporter_affecting_expression_and_secretion_of_secretory_preproteins	2703	4057	2147	3256	2241	3588	1869	0	1060	0	0	0	3526	1693	1013	0	0	10	4920	1976	0	0	0	3454	0	0	2865	1437	3114	2808	1565	1591.23333333333	1550.85986568371	42.8919736597477	4.23091223753763e-07	0.000320703147605352	1.89765176097842e-06
Sulfate_reduction-associated_complexes	931	1446	1450	980	1753	1726	0	0	0	0	0	0	0	0	891	0	0	0	1517	997	0	33	0	0	39	10	438	512	762	462	21.5	464.9	613.881565012396	42.5213925124956	4.56007298936339e-07	0.000345653532593745	2.03325607408085e-06
Iron-sulfur_cluster_assembly	103621	112874	106957	86986	109283	124285	55762	0	0	0	50909	80729	128592	43735	67403	0	48965	60115	118702	89365	0	0	0	84371	0	0	51580	39631	102107	50833	53671	57226.8333333333	45213.5228314863	42.4143194134583	4.66021471239358e-07	0.000353244275199433	2.06575599531832e-06
Streptococcus_pneumoniae_Vancomycin_Tolerance_Locus	5664	6761	4413	4894	7652	7595	3212	474	3234	393	2153	5501	6202	4428	353	74	883	629	5006	3231	186	193	205	5888	468	159	6487	3234	4319	6452	3234	3344.76666666667	2630.1158579874	42.1752452406548	4.89242512338324e-07	0.00037084582435245	2.15608037414215e-06
